Dwell Time (ms),Current Drop (nA),Nucleotide
0.5496714153011233,0.7723471397657631,dAMP
0.5647688538100692,1.1046059712816052,dAMP
0.4765846625276664,0.7531726086101639,dAMP
0.6579212815507391,0.9534869458305818,dAMP
0.4530525614065048,0.908512008717193,dAMP
0.4536582307187538,0.7068540492859486,dAMP
0.5241962271566034,0.41734395106844047,dAMP
0.3275082167486967,0.6875424941518055,dAMP
0.39871688796655763,0.8628494665190548,dAMP
0.4091975924478789,0.5175392597329418,dAMP
0.6465648768921555,0.754844739902693,dAMP
0.5067528204687923,0.5150503627573086,dAMP
0.44556172754748175,0.8221845179419732,dAMP
0.3849006422577697,0.8751396036691345,dAMP
0.4399361310081195,0.7416612500413446,dAMP
0.4398293387770603,1.1704556369017876,dAMP
0.4986502775262066,0.5884578142088199,dAMP
0.5822544912103189,0.5558312700057956,dAMP
0.5208863595004756,0.4080659752240449,dAMP
0.3671813951101569,0.8393722471738247,dAMP
0.573846657999541,0.8342736562379941,dAMP
0.48843517176117596,0.7397792608821423,dAMP
0.35214780096325726,0.6560311583210583,dAMP
0.45393612290402124,1.0114244452437833,dAMP
0.5343618289568461,0.44739196892745325,dAMP
0.5324083969394795,0.7229835439167367,dAMP
0.4323077999694041,0.9223352577681736,dAMP
0.6030999522495951,0.9862560238232397,dAMP
0.41607824767773616,0.7381575248297572,dAMP
0.5331263431403563,0.9951090254244719,dAMP
0.452082576215471,0.7628682046672366,dAMP
0.3893665025993972,0.5607586751838659,dAMP
0.5812525822394198,1.0712480057141647,dAMP
0.49279898784196663,1.000706579578405,dAMP
0.5361636025047634,0.6709760490789751,dAMP
0.5361395605508414,1.1076073132931938,dAMP
0.49641739608900487,1.1129287311628013,dAMP
0.23802548959102554,0.9643805008750448,dAMP
0.5087047068238171,0.7401985299068266,dAMP
0.5091760776535502,0.40248621707982146,dAMP
0.4780328112162488,0.8714225143023493,dAMP
0.6477894044741517,0.6963459563452705,dAMP
0.4191506397106812,0.6996485912830928,dAMP
0.5915402117702074,0.865750221931937,dAMP
0.4470239796232961,0.9026534866226713,dAMP
0.509707754934804,0.9937289981065779,dAMP
0.4297946906122648,0.7344675706804464,dAMP
0.4607891846867842,0.5072970103735763,dAMP
